2018-09-14 07:27:05.537 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 07:27:05.538 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 07:27:05.622 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 07:27:05.674 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 07:27:05.675 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 07:27:08.813 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 07:27:08.817 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 07:27:10.926 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 07:27:10.930 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 07:27:13.045 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 07:27:13.048 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 08:45:30.138 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 08:45:30.138 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 08:45:30.212 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 08:45:30.275 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 08:45:30.277 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 08:45:33.397 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 08:45:33.401 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 08:45:35.484 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 08:45:35.485 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 08:45:37.580 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 08:45:37.582 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:09:41.240 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 09:09:41.241 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 09:09:41.321 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 09:09:41.377 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:09:41.379 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 09:09:44.498 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:09:44.502 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 09:09:46.566 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:09:46.567 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:09:48.684 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:09:48.686 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:11:35.956 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 09:11:35.957 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 09:11:36.031 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 09:11:36.081 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:11:36.082 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 09:11:39.180 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:11:39.183 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 09:11:41.255 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:11:41.258 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:11:43.369 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:11:43.371 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:24:01.872 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:01.882 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是3
2018-09-14 09:24:14.730 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 09:24:14.730 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 09:24:14.801 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 09:24:14.847 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:14.849 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 09:24:17.937 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:17.941 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 09:24:19.993 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:19.995 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:24:22.101 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:22.107 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 09:24:24.185 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 09:24:24.187 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是4
2018-09-14 10:18:24.084 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 10:18:24.084 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 10:18:24.154 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 10:18:24.202 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 10:18:24.204 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 10:18:27.301 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 10:18:27.303 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 10:18:29.369 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 10:18:29.371 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 10:18:31.463 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 10:18:31.465 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 10:18:33.539 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 10:18:33.541 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是5
2018-09-14 11:09:27.123 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:09:27.123 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:09:27.198 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:09:27.250 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:09:27.251 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:09:30.372 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:09:30.375 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:09:32.430 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:09:32.431 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:09:34.535 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:09:34.538 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:10:20.161 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:10:20.164 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是6
2018-09-14 11:25:15.085 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:25:15.086 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:25:15.171 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:25:15.223 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:25:15.225 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:25:18.310 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:25:18.313 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:25:20.384 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:25:20.388 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:25:22.490 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:25:22.493 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:25:24.560 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:25:24.563 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是7
2018-09-14 11:27:48.597 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:27:48.598 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:27:48.684 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:28:41.285 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:28:41.289 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:34:04.896 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:34:04.896 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:34:04.982 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:34:05.042 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:34:05.044 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:34:08.131 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:34:08.134 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:34:10.196 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:34:10.198 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:34:12.318 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:34:12.320 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:34:14.387 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:34:14.390 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是4
